Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
Department of Natural Resources,Carlyle Fwa (Eckert Woods),R. R. #2,Vandalia,62471,Clinton,15,John Shimkus,108,Meier Charles,54,Kyle McCarter,In Use,1930.0,1930.0,472,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Carlyle Fwa (Eckert Woods),R. R. #2,Vandalia,62471,Clinton,15,John Shimkus,108,Meier Charles,54,Kyle McCarter,In Use,1935.0,1935.0,3000,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Carlyle Fwa (Eckert Woods),R. R. #2,Vandalia,62471,Clinton,15,John Shimkus,108,Meier Charles,54,Kyle McCarter,In Use,2005.0,2005.0,196,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1990.0,1990.0,0,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1990.0,1990.0,480,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1999.0,1999.0,2000,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1992.0,1992.0,540,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1988.0,1988.0,45,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1988.0,1988.0,480,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984.0,1984.0,520,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1950.0,1950.0,2400,1,1,0,Business,Industrial,Storage
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1985.0,1985.0,520,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1982.0,1982.0,520,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1982.0,1982.0,60,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Franklin Creek Natural Area - Lee County,1872 Twist Road,Franklin Grove,61031,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1985.0,1985.0,60,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006.0,2006.0,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006.0,2006.0,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2006.0,2006.0,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Havana Field Headquarters - Mason County,700 South 10th Street,Havana,62644,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1972.0,1972.0,9908,2,2,0,Storage,Storage,Not provided
Department of Natural Resources,Havana Field Headquarters - Mason County,700 South 10th Street,Havana,62644,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1949.0,1949.0,4000,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Havana Field Headquarters - Mason County,700 South 10th Street,Havana,62644,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1939.0,1939.0,11325,4,3,1,Business,Industrial,Storage
Department of Natural Resources,Havana Field Headquarters - Mason County,700 South 10th Street,Havana,62644,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1939.0,1939.0,2430,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Havana Field Headquarters - Mason County,700 South 10th Street,Havana,62644,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1920.0,1920.0,2100,3,2,1,Business,Business,Not provided
Department of Natural Resources,Havana Field Headquarters - Mason County,700 South 10th. Street,Havana,62644,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1974.0,1974.0,864,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Havana Field Headquarters - Mason County,700 South 10th Street,Havana,62644,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1974.0,1974.0,7980,2,2,0,Storage,Storage,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1976.0,1976.0,2400,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1977.0,1977.0,6000,2,2,0,Assembly,Assembly,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1840.0,1840.0,760,2,2,0,Residential,Residential,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1948.0,1948.0,720,1,1,0,Storage,Residential,Residential
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1977.0,1977.0,49,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1977.0,1977.0,49,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1978.0,1978.0,1200,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1981.0,1981.0,36,1,1,0,Business,Business,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1985.0,1985.0,49,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1990.0,1991.0,4000,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Sand Ridge Forest - Mason County,25799 E County Road 2300 N.,Forest City,61532,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1966.0,1966.0,1600,1,1,0,Residential,Residential,Not provided
Department of Natural Resources,Sand Ridge Forest - Mason County,25799 E County Road 2300 N.,Forest City,61532,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1966.0,1966.0,1800,1,1,0,Industrial,Business,Not provided
Department of Natural Resources,Sand Ridge Forest - Mason County,25799 E County Road 2300 N.rth,Forest City,61532,Mason,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1975.0,1975.0,1920,2,2,0,Residential,Residential,Not provided
Historic Preservation Agency,Jarrot Mansion State Historical Site - St. Clair County,124 E. First Street,Cahokia,62206,St. Clair,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1810.0,1810.0,3432,3,3,0,Assembly,Assembly,Not provided
Historic Preservation Agency,GOVERNOR BOND ST MEMOR,Chester Cemetery,Chester,62233,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1920.0,1883.0,1425,1,1,0,Unusual,Unusual,Not provided
Historic Preservation Agency,Governor Small State Memorial - Kankakee County,Kankakee City Park,Kankakee,60901,Kankakee,0,,85,Connor John,43,Pat McGuire,In Use,1925.0,1925.0,25,1,1,0,Unusual,Unusual,Not provided
Historic Preservation Agency,Governor Small State Memorial - Kankakee County,Kankakee City Park,Kankakee,60901,Kankakee,0,,85,Connor John,43,Pat McGuire,In Use,1991.0,1991.0,420,1,1,0,Storage,Storage,Not provided
Historic Preservation Agency,Kaskaskia State Memorial - Randolph County,Kaskaskia Island,Kaskaskia,62241,Randolph,0,,0,,0,,In Use,1950.0,1950.0,540,1,1,0,Assembly,Assembly,Not provided
Historic Preservation Agency,Kaskaskia State Memorial - Randolph County,Kaskashia Island,Kaskaskia,62241,Randolph,0,,0,,0,,In Use,1996.0,1996.0,192,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Edward R. Madigan State Park,1366 1010 Avenue,Lincoln Gardens,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1990.0,1990.0,144,1,1,0,Unusual,Unusual,Not provided
Historic Preservation Agency,Lincoln-Herndon Law Office - Springfield,6th And Adams,Springfield,62701,Sangamon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,1840.0,1840.0,9000,5,4,1,Business,Assembly,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Fieldon,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1965.0,1965.0,192,1,1,0,Business,Business,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1958.0,1958.0,192,1,1,0,Business,Business,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Hardin,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1958.0,1958.0,192,1,1,0,Business,Business,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1975.0,1975.0,2100,2,2,0,Business,Business,Industrial
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1972.0,1972.0,2062,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1998.0,1998.0,4896,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1974.0,1974.0,768,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Michael,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1969.0,1969.0,36,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Alton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1950.0,1950.0,1120,2,2,0,Mercantile,Mercantile,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1993.0,1993.0,432,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1993.0,1993.0,520,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1997.0,1997.0,3600,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1994.0,1994.0,240,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1990.0,1990.0,2880,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1970.0,1970.0,2864,2,1,1,Residential,Residential,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1987.0,1970.0,480,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Parklands RA (Mackinaw River - State Fish and Wildlife Area),"Rr #1, Box 13",Mackinaw,61755,Tazewell,18,Darin M. LaHood,88,Sommer Keith P.,44,William E. Brady,In Use,1986.0,1986.0,1800,1,1,0,Storage,Storage,Business
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1995.0,1995.0,108,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1996.0,1996.0,108,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1974.0,1974.0,27,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mississippi State Fish & Wildlife Area,R. R. Box 182,Grafton,62037,Jersey,17,Cheri Bustos,97,Batinick Mark,49,Jennifer Bertino-Tarrant,In Use,1996.0,1996.0,108,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Prairie Chicken Sanctuary NP(JASPER CO),"Rr #3, Po Box 74",Bogota,62448,Jasper,0,,108,Meier Charles,54,Kyle McCarter,In Use,nan,nan,300,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Anderson Lake Conservation Area - Fulton County,Anderson Lake C.a.,Astoria,61501,Fulton,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1976.0,1976.0,2400,1,1,0,Business,Industrial,Storage
Department of Natural Resources,Anderson Lake Conservation Area - Fulton County,Anderson Lake C.a.,Astoria,61501,Fulton,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1975.0,1975.0,1008,1,1,0,Residential,Residential,Not provided
Department of Natural Resources,Anderson Lake Conservation Area - Fulton County,Anderson Lake C.a.,Astoria,61501,Fulton,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1974.0,1977.0,360,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mount Vernon State Game Farm - Jefferson County,Rr #4,Mt Vernon,62864,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1932.0,1932.0,3040,3,2,1,Residential,Residential,Not provided
Department of Natural Resources,Mount Vernon State Game Farm - Jefferson County,Rr #4,Mt Vernon,62864,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1940.0,1940.0,2304,2,2,0,Industrial,Storage,Not provided
Department of Natural Resources,Mount Vernon State Game Farm - Jefferson County,Rr #4,Mt Vernon,62864,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1940.0,1940.0,2250,2,2,0,Storage,Storage,Not provided
Department of Natural Resources,Mount Vernon State Game Farm - Jefferson County,Rr #4,Mt Vernon,62864,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1986.0,1986.0,15960,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mount Vernon State Game Farm - Jefferson County,Rr #4,Mt Vernon,62864,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1986.0,1986.0,2400,2,2,0,Industrial,Storage,Business
Department of Natural Resources,Mount Vernon State Game Farm - Jefferson County,Rr #4,Mt Vernon,62864,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,1986.0,1986.0,900,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Ten Mile Creek F&WA - Jefferson County,"Rr #1, Box 179",Mcleansboro,62859,Jefferson,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,1995.0,1995.0,4100,1,1,0,Business,Business,Storage
Department of Natural Resources,Des Plaines Game Farm - Will County,22742 West Kankakee River Dr,Wilmington,60481,Will,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1920.0,1920.0,3285,4,3,1,Residential,Residential,Not provided
Department of Natural Resources,Des Plaines Game Farm - Will County,30550 South Boathouse Road,Wilmington,60481,Will,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1961.0,1961.0,8320,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Des Plaines Game Farm - Will County,30550 South Boathouse Road,Wilmington,60481,Will,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1991.0,1961.0,8320,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Des Plaines Game Farm - Will County,30550 South Boathouse Road,Wilmington,60481,Will,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1990.0,1991.0,5200,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Sanganois Conservation Area - Cass County,Sanganois Cons Area,Chandlerville,62627,Cass,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1970.0,1970.0,2808,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Sanganois Conservation Area - Cass County,3594 Cr 200 North,Chandlerville,62627,Cass,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1970.0,1970.0,1920,2,1,1,Residential,Residential,Not provided
Department of Natural Resources,Sanganois Conservation Area - Cass County,Sanganois Cons Area,Chandlerville,62627,Cass,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1983.0,1983.0,880,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Sanganois Conservation Area - Cass County,3594 Cr 200 North,Chandlerville,62627,Cass,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1920.0,1920.0,2000,2,1,1,Residential,Residential,Not provided
Department of Transportation,Bult Field,28261 S. Kedzie Avenue,Monee,60449,Will,2,Robin Kelly,79,Parkhurst Lindsay,40,Toi W. Hutchinson,In Use,2014.0,2006.0,22980,1,0,0,Storage,,
Department of Natural Resources,Sanganois Conservation Area - Cass County,Sanganois Cons Area,Chandlerville,62627,Cass,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1976.0,1976.0,400,1,1,0,Business,Business,Not provided
Department of Natural Resources,Sanganois Conservation Area - Cass County,3594 Cr 200 North,Chandlerville,62627,Cass,18,Darin M. LaHood,93,Hammond Norine K.,47,Jil Tracy,In Use,1976.0,1976.0,2400,1,1,0,Industrial,Industrial,Business
Department of Natural Resources,Horseshoe Lake State Park - Madison County,3321 Highway 111,Granite City,62040,Madison,12,Mike Bost,112,Stuart Katie,56,William R. Haine,In Use,1980.0,1980.0,90,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,Horseshoe Lake State Park - Madison County,3321 Highway 111,Granite City,62040,Madison,12,Mike Bost,112,Stuart Katie,56,William R. Haine,In Use,1970.0,1970.0,90,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,Horseshoe Lake State Park - Madison County,3321 Highway 111,Granite City,62040,Madison,12,Mike Bost,112,Stuart Katie,56,William R. Haine,In Use,1980.0,1980.0,40,1,1,0,Business,Business,Not provided
Department of Natural Resources,Horseshoe Lake State Park - Madison County,3221 Highway 111,Granite City,62040,Madison,12,Mike Bost,112,Stuart Katie,56,William R. Haine,In Use,1978.0,1978.0,720,1,1,0,Business,Business,Industrial
Department of Natural Resources,Horseshoe Lake State Park - Madison County,3221 Highway 111,Granite City,62040,Madison,12,Mike Bost,112,Stuart Katie,56,William R. Haine,In Use,1995.0,1995.0,3768,1,1,0,Business,Business,Not provided
Department of Natural Resources,Horseshoe Lake State Park - Madison County,3321 Highway 111,Granite City,62040,Madison,12,Mike Bost,112,Stuart Katie,56,William R. Haine,In Use,1996.0,1996.0,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Horseshoe Lake State Park - Madison County,3321 Highway 111,Granite City,62040,Madison,12,Mike Bost,112,Stuart Katie,56,William R. Haine,In Use,1996.0,1996.0,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Horseshoe Lake State Park - Madison County,3321 Highway 111,Granite City,62040,Madison,12,Mike Bost,112,Stuart Katie,56,William R. Haine,In Use,1996.0,1996.0,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Horseshoe Lake State Park - Madison County,3321 Highway 111,Granite City,62040,Madison,12,Mike Bost,112,Stuart Katie,56,William R. Haine,In Use,1996.0,1996.0,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Green River Wildlife Area - Lee County,375 Game Road,Harmon,61042,Lee,16,Adam Kinzinger,74,Swanson Daniel,37,Chuck Weaver,In Use,1989.0,1989.0,64,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Green River Wildlife Area - Lee County,375 Game Road,Harmon,61042,Lee,16,Adam Kinzinger,74,Swanson Daniel,37,Chuck Weaver,In Use,1989.0,1989.0,64,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Green River Wildlife Area - Lee County,375 Game Road,Harmon,61042,Lee,16,Adam Kinzinger,74,Swanson Daniel,37,Chuck Weaver,In Use,1966.0,1966.0,1200,1,1,0,Residential,Residential,Not provided
Department of Natural Resources,Green River Wildlife Area - Lee County,375 Game Road,Harmon,61042,Lee,16,Adam Kinzinger,74,Swanson Daniel,37,Chuck Weaver,In Use,1968.0,1968.0,1200,1,1,0,Business,Business,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Oglesby,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000.0,2000.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Belknap,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000.0,2000.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Belknap,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000.0,2000.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Belknap,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000.0,2000.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Belknap,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000.0,2000.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Oglesby,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,nan,nan,20,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Oglesby,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,nan,nan,20,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Oglesby,62808,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,nan,nan,528,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Oglesby,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,nan,nan,810,1,1,0,Business,Business,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Oglesby,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,nan,nan,560,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Mermet Lake State Fish & Wildlife Area - Massac County,Rr #1,Oglesby,62908,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,nan,nan,4000,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Rice Lake Conservation Area - Fulton County,R. R. #3,Canton,61520,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,1968.0,1968.0,220,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,Rice Lake Conservation Area - Fulton County,R. R. #3,Canton,61520,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,nan,nan,2880,2,2,0,Storage,Storage,Not provided
Department of Natural Resources,Rice Lake Conservation Area - Fulton County,R. R. #3,Canton,61520,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,nan,nan,2400,1,1,0,Business,Industrial,Storage
